 "name" , "platformName" , "platformUrl" , "numberOfSeason" ,
 "Ну, погоди!" , "Channel One" , "https://web.archive.org/web/20081223054400/http:/www.1tv.ru/gordonkihot/" , "1" ,
 "Ну, погоди!" , "Channel One" , "https://web.archive.org/web/20081227055109/http:/www.1tv.ru/ice2/" , "1" ,
 "Ну, погоди!" , "Channel One" , "https://web.archive.org/web/20140201211749/http:/www.1tv.ru/eng/" , "1" ,
 "Ну, погоди!" , "Channel One" , "https://www.youtube.com/1tv" , "1" ,
 "Ну, погоди!" , "Channel One" , "https://www.1tv.ru/live" , "1" ,
 "Ну, погоди!" , "Channel One" , "https://eng.1tv.com" , "1" ,
 "Ну, погоди!" , "Channel One" , "https://www.1tv.com" , "1" ,
 "Ну, погоди!" , "Channel One" , "https://www.1tv.ru" , "1" ,
 "Ну, погоди!" , "Channel One" , "http://www.eurovision.tv/page/news%3Fid=1624" , "1" ,
 "Ну, погоди!" , "Channel One" , "http://www.1tv.ru/sprojects/si=5748" , "1" ,
 "Secrets" , "Kanal 2" , "http://www.kanal2.ee" , "4" ,
 "Tawag ng Tanghalan sa It's Showtime" , "Kapamilya Channel" , "https://tfc.tv/live/details/210357/kapamilya-channel-live" , "1" ,
 "Tawag ng Tanghalan sa It's Showtime" , "Kapamilya Channel" , "https://tfc.tv/live/details/210357/kapamilya-channel-live" , "2" ,
 "Tawag ng Tanghalan sa It's Showtime" , "Kapamilya Channel" , "https://tfc.tv/live/details/210357/kapamilya-channel-live" , "6" ,
 "Tawag ng Tanghalan: Drama sa Tanghalan" , "Kapamilya Channel" , "https://tfc.tv/live/details/210357/kapamilya-channel-live" , "1" ,
 "Tawag ng Tanghalan: Drama sa Tanghalan" , "Kapamilya Channel" , "https://tfc.tv/live/details/210357/kapamilya-channel-live" , "2" ,
 "Tawag ng Tanghalan: Drama sa Tanghalan" , "Kapamilya Channel" , "https://tfc.tv/live/details/210357/kapamilya-channel-live" , "6" ,
 "Saanjher Baati - Notun Prithibi" , "Star Jalsha" , "https://www.hotstar.com/channels/star-jalsha%7CStar" , "1" ,
 "SOKO 5113" , "ZDF" , "http://www.filmon.com/tv/zdf" , "46" ,
 "SOKO 5113" , "ZDF" , "https://livetv.canaldigitaal.nl/livetv%3FchannelType=available&assetId=eY_A-nCwden57XX-jzVz8VuON7LEcwfdTN20iXbk&autoplay=true" , "46" ,
 "SOKO 5113" , "ZDF" , "https://m.youtube.com/channel/UC_EnhS-vNDc6Eo9nyQHC2YQ" , "46" ,
 "SOKO 5113" , "ZDF" , "https://www.ziggogo.tv/nl/tv/channel-asset.html/lgi-nl-prod-master%3ANL_000035_020028/location/65535.html%23action=watch" , "46" ,
 "SOKO 5113" , "ZDF" , "https://www.zdf.de/live-tv" , "46" ,
 "TED Talks India Nayi Soch" , "StarPlus" , "http://www.hotstar.com/channels/star-plus" , "2" ,
 "TED Talks India Nayi Baat" , "StarPlus" , "http://www.hotstar.com/channels/star-plus" , "2" ,
 "Renovation, Inc." , "HGTV" , "http://www.hgtv.ca" , "2" ,
 "Pulseras rojas" , "TV3" , "https://www.ccma.cat/tv3/" , "2" ,
 "Pulseras rojas" , "TV3" , "http://www.ccma.cat/tv3/directe/tv3/" , "2" ,
 "The Red Band Society" , "TV3" , "https://www.ccma.cat/tv3/" , "2" ,
 "The Red Band Society" , "TV3" , "http://www.ccma.cat/tv3/directe/tv3/" , "2" ,
 "Fat Pizza: Back In Business" , "7" , "https://7plus.com.au/7mate" , "7" ,
 "Fat Pizza: Back In Business" , "7" , "https://7plus.com.au/live-tv%3Fchannel-id=7Mate" , "7" ,
 极速前进：冲刺！中国 , "International Channel Shanghai" , "http://www.icshanghai.com/" , "3" ,
 极速前进：冲刺！中国 , "International Channel Shanghai" , "http://www.icshanghai.com/" , "3" ,
 "Postman Pat: Special Delivery Service" , "BBC One" , "https://tvguideuk.net/channel/bbc-one" , "8" ,
 "Postman Pat: Special Delivery Service" , "BBC One" , "https://web.archive.org/web/20130925215237/http:/www.bbc.co.uk/bbctrust/assets/files/pdf/regulatory_framework/service_licences/tv/2009/bbc_one_aug09.pdf" , "8" ,
 "Postman Pat: Special Delivery Service" , "BBC One" , "https://www.bbc.co.uk/bbcone%7CBBC" , "8" ,
 "Postman Pat: Special Delivery Service" , "BBC One" , "https://www.bbc.co.uk/bbctrust/assets/files/pdf/regulatory_framework/service_licences/tv/2009/bbc_one_aug09.pdf" , "8" ,
 "Postman Pat: Special Delivery Service" , "BBC One" , "https://www.bbc.co.uk/iplayer/live/bbcone" , "8" ,
 "Un Bore Mercher" , "BBC One Wales" , "http://www.filmon.com/tv/bbc-1-wales" , "3" ,
 "Postman Pat: Special Delivery Service" , "CBeebies" , "http://www.bbc.co.uk/cbeebies" , "8" ,
 "Postman Pat: Special Delivery Service" , "CBeebies" , "http://cbeebies.com" , "8" ,
 "Postman Pat: Special Delivery Service" , "CBeebies" , "https://www.bbc.co.uk/cbeebies/grownups" , "8" ,
 "Postman Pat: Special Delivery Service" , "CBeebies" , "https://www.bbc.co.uk/iplayer/live/cbeebies" , "8" ,
 "Postman Pat: Special Delivery Service" , "CBeebies" , "https://www.youtube.com/user/cbeebiesgrownups/" , "8" ,
 "Planeetta Kosmo" , "CITV" , "https://tvplayer.com/uk/watch/citv" , "1" ,
 "Planeetta Kosmo" , "CITV" , "http://www.itv.com/hub/citv" , "1" ,
 "Planeetta Kosmo" , "CITV" , "https://virgintvgo.virginmedia.com/en/tv/watch-tv.html%23searchChannel=CITV" , "1" ,
 "Planeetta Kosmo" , "CITV" , "https://www.sky.com/watch/sky-go/" , "1" ,
 "Planeetta Kosmo" , "CITV" , "https://www.itv.com/hub/citv" , "1" ,
 "Planeetta Kosmo" , "CITV" , "https://tvplayer.com/uk/watch/citv" , "1" ,
 "Planeetta Kosmo" , "CITV" , "http://www.itv.com/hub/citv" , "1" ,
 "Planeetta Kosmo" , "CITV" , "https://virgintvgo.virginmedia.com/en/tv/watch-tv.html%23searchChannel=CITV" , "1" ,
 "Planeetta Kosmo" , "CITV" , "https://www.sky.com/watch/sky-go/" , "1" ,
 "Planeetta Kosmo" , "CITV" , "https://www.itv.com/hub/citv" , "1" ,
 "Planeetta Kosmo" , "Mini CITV" , "https://tvplayer.com/uk/watch/citv" , "1" ,
 "Planeetta Kosmo" , "Mini CITV" , "http://www.itv.com/hub/citv" , "1" ,
 "Planeetta Kosmo" , "Mini CITV" , "https://virgintvgo.virginmedia.com/en/tv/watch-tv.html%23searchChannel=CITV" , "1" ,
 "Planeetta Kosmo" , "Mini CITV" , "https://www.sky.com/watch/sky-go/" , "1" ,
 "Planeetta Kosmo" , "Mini CITV" , "https://www.itv.com/hub/citv" , "1" ,
 "Planeetta Kosmo" , "Mini CITV" , "https://tvplayer.com/uk/watch/citv" , "1" ,
 "Planeetta Kosmo" , "Mini CITV" , "http://www.itv.com/hub/citv" , "1" ,
 "Planeetta Kosmo" , "Mini CITV" , "https://virgintvgo.virginmedia.com/en/tv/watch-tv.html%23searchChannel=CITV" , "1" ,
 "Planeetta Kosmo" , "Mini CITV" , "https://www.sky.com/watch/sky-go/" , "1" ,
 "Planeetta Kosmo" , "Mini CITV" , "https://www.itv.com/hub/citv" , "1" ,
 "Planeetta Kosmo" , "RTÉjr" , "https://www.rte.ie/kids/" , "1" ,
 "Planeetta Kosmo" , "RTÉjr" , "https://www.virginmediatv.ie/en/tv/channel-asset.html/lgi-ie-prodobo-master%3AIESVC1014/location/131.html" , "1" ,
 "Planeetta Kosmo" , "RTÉjr" , "http://www.rte.ie/player/ie/live/6/" , "1" ,
 "Planeetta Kosmo" , "RTÉjr" , "https://www.rte.ie/kids/" , "1" ,
 "Planeetta Kosmo" , "RTÉjr" , "https://www.virginmediatv.ie/en/tv/channel-asset.html/lgi-ie-prodobo-master%3AIESVC1014/location/131.html" , "1" ,
 "Planeetta Kosmo" , "RTÉjr" , "http://www.rte.ie/player/ie/live/6/" , "1" ,
 "A big family" , "Rai 1" , "http://www.rai.it/rai1" , "3" ,
 "A big family" , "Rai 1" , "http://www.raiplay.it/dirette/rai1" , "3" ,
 "The family" , "Rai 1" , "http://www.rai.it/rai1" , "3" ,
 "The family" , "Rai 1" , "http://www.raiplay.it/dirette/rai1" , "3" ,
 "Fat Pizza: Back In Business" , "Special Broadcasting Service" , "https://www.sbs.com.au" , "7" ,
 "Fat Pizza: Back In Business" , "Special Broadcasting Service" , "https://www.sbs.com.au/inlanguage" , "7" ,
 "Twizzle" , "ITV network" , "http://www.itv.com/" , "1" ,
 "Twizzle" , "ITV network" , "https://sport-onthebox.com/2021/06/11/eurosport-discovery-roland-garros-french-open-tennis-uk-tv-rights-2022-2026/amp/)." , "1" ,
 "Twizzle" , "ITV network" , "https://www.itv.com" , "1" ,
 "Twizzle" , "ITV network" , "https://www.itvplc.com" , "1" ,
 "Twizzle" , "ITV network" , "https://www.stv.tv" , "1" ,
 "Twizzle" , "ITV network" , "https://www.stvplc.tv" , "1" ,
 "Twizzle" , "ITV network" , "https://twitter.com/WeAreSTV" , "1" ,
 "Twizzle" , "ITV network" , "https://www.channel4.com/press/news/channel-4-wins-rights-englands-european-qualifiers-and-uefa-nations-league-matches)" , "1" ,
 "Twizzle" , "ITV network" , "http://www.stv.tv/" , "1" ,
 "Twizzle" , "Channel 3" , "http://www.itv.com/" , "1" ,
 "Twizzle" , "Channel 3" , "https://sport-onthebox.com/2021/06/11/eurosport-discovery-roland-garros-french-open-tennis-uk-tv-rights-2022-2026/amp/)." , "1" ,
 "Twizzle" , "Channel 3" , "https://www.itv.com" , "1" ,
 "Twizzle" , "Channel 3" , "https://www.itvplc.com" , "1" ,
 "Twizzle" , "Channel 3" , "https://www.stv.tv" , "1" ,
 "Twizzle" , "Channel 3" , "https://www.stvplc.tv" , "1" ,
 "Twizzle" , "Channel 3" , "https://twitter.com/WeAreSTV" , "1" ,
 "Twizzle" , "Channel 3" , "https://www.channel4.com/press/news/channel-4-wins-rights-englands-european-qualifiers-and-uefa-nations-league-matches)" , "1" ,
 "Twizzle" , "Channel 3" , "http://www.stv.tv/" , "1" ,
 "Un Bore Mercher" ,  , "http://plant.s4c.co.uk/cyw/en_index.html" , "3" ,
 "Un Bore Mercher" ,  , "http://www.s4c.co.uk/abouts4c/annualreport/acrobats/S4C_AnnualReport_2007.pdf" , "3" ,
 "Un Bore Mercher" ,  , "http://www.s4c.co.uk/abouts4c/authority/e_index.shtml" , "3" ,
 "Un Bore Mercher" ,  , "http://www.s4c.cymru/clic/Live" , "3" ,
 "Un Bore Mercher" ,  , "https://web.archive.org/web/20051226160824/http:/www.learnons4c.co.uk/" , "3" ,
 "Un Bore Mercher" ,  , "https://www.bbc.co.uk/iplayer/live/s4c" , "3" ,
 "MasterChef Türkiye" , "TV8" , "http://www.tv8.com.tr" , "6" ,
 "MasterChef Türkiye" , "TV8" , "https://www.tv8.com.tr" , "6" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram" , "https://mtpsym.github.io/paper.pdf%7Ctitle=Four" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram" , "https://telegram.org/" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram" , "https://repository.canterbury.ac.uk/download/3e59ded778529baaf67e0be4d5c9b31b7fca48bb14ef965948fa5cc6d578c3c6/685125/15054.pdf%7Ctitle=Forensic" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram" , "https://discovery.ucl.ac.uk/id/eprint/1560501/1/Abu-Salma%20et%20al.%20-%202017%20-%20The%20Security%20Blanket%20of%20the%20Chat%20World%20An%20Analyti.pdf%7Ctitle=The" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram" , "https://www.usenix.org/system/files/conference/foci17/foci17-paper-espinoza.pdf%7Ctitle=Alice" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram" , "https://web.archive.org/web/20151212214527/http:/eprint.iacr.org/2015/1177.pdf%7Curl-status=live" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram" , "https://web.archive.org/web/20210205025259/https:/discovery.ucl.ac.uk/id/eprint/1560501/1/Abu-Salma%20et%20al.%20-%202017%20-%20The%20Security%20Blanket%20of%20the%20Chat%20World%20An%20Analyti.pdf%7Curl-status=live" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram" , "https://web.archive.org/web/20210511230541/https:/www.usenix.org/system/files/conference/foci17/foci17-paper-espinoza.pdf%7Curl-status=live" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram" , "https://web.archive.org/web/20210627152104/https:/repository.canterbury.ac.uk/download/3e59ded778529baaf67e0be4d5c9b31b7fca48bb14ef965948fa5cc6d578c3c6/685125/15054.pdf%7Curl-status=live" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram" , "https://web.archive.org/web/20210716091205/https:/mtpsym.github.io/paper.pdf%7Curl-status=live" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram" , "https://eprint.iacr.org/2015/1177.pdf%7Ctitle=On" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram" , "https://www.sba-research.org/wp-content/uploads/publications/paper_drafthp.pdf%7Cconference=Proceedings" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram" , "https://web.archive.org/web/20160327011416/https:/www.sba-research.org/wp-content/uploads/publications/paper_drafthp.pdf%7Curl-status=live" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram Messenger Inc." , "https://mtpsym.github.io/paper.pdf%7Ctitle=Four" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram Messenger Inc." , "https://telegram.org/" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram Messenger Inc." , "https://repository.canterbury.ac.uk/download/3e59ded778529baaf67e0be4d5c9b31b7fca48bb14ef965948fa5cc6d578c3c6/685125/15054.pdf%7Ctitle=Forensic" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram Messenger Inc." , "https://discovery.ucl.ac.uk/id/eprint/1560501/1/Abu-Salma%20et%20al.%20-%202017%20-%20The%20Security%20Blanket%20of%20the%20Chat%20World%20An%20Analyti.pdf%7Ctitle=The" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram Messenger Inc." , "https://www.usenix.org/system/files/conference/foci17/foci17-paper-espinoza.pdf%7Ctitle=Alice" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram Messenger Inc." , "https://web.archive.org/web/20151212214527/http:/eprint.iacr.org/2015/1177.pdf%7Curl-status=live" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram Messenger Inc." , "https://web.archive.org/web/20210205025259/https:/discovery.ucl.ac.uk/id/eprint/1560501/1/Abu-Salma%20et%20al.%20-%202017%20-%20The%20Security%20Blanket%20of%20the%20Chat%20World%20An%20Analyti.pdf%7Curl-status=live" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram Messenger Inc." , "https://web.archive.org/web/20210511230541/https:/www.usenix.org/system/files/conference/foci17/foci17-paper-espinoza.pdf%7Curl-status=live" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram Messenger Inc." , "https://web.archive.org/web/20210627152104/https:/repository.canterbury.ac.uk/download/3e59ded778529baaf67e0be4d5c9b31b7fca48bb14ef965948fa5cc6d578c3c6/685125/15054.pdf%7Curl-status=live" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram Messenger Inc." , "https://web.archive.org/web/20210716091205/https:/mtpsym.github.io/paper.pdf%7Curl-status=live" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram Messenger Inc." , "https://eprint.iacr.org/2015/1177.pdf%7Ctitle=On" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram Messenger Inc." , "https://www.sba-research.org/wp-content/uploads/publications/paper_drafthp.pdf%7Cconference=Proceedings" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "Telegram Messenger Inc." , "https://web.archive.org/web/20160327011416/https:/www.sba-research.org/wp-content/uploads/publications/paper_drafthp.pdf%7Curl-status=live" , "1" ,
 "Steve Harvey" , "The WB Television Network" , "https://web.archive.org/web/20050702020251/http:/www.thewb.com/Index/0%2C%2C%2C00.html" , "6" ,
 "Steve Harvey" , "The WB Television Network" , "http://www.routledge-ny.com/ref/television/wbnet.html" , "6" ,
 "Przeprowadzki" , "TVP1" , "http://www.tvp.pl/tvp1" , "1" ,
 "MasterChef Uruguay" , "Canal 10" , "http://www.canal10.com.uy" , "4" ,
 "MasterChef Türkiye" , "Show TV" , "http://www.showtv.com.tr/" , "6" ,
 "MasterChef Türkiye" , "Show TV" , "https://web.archive.org/web/20101224082526/http:/www.lyngsat-address.com/ss/Show-TV.html" , "6" ,
 "The Eagle: A Crime Odyssey" , "(Danish Broadcasting Corporation)" , "https://drkoncerthuset.dk/dr-vokal-ensemblet/danish-national-vocal-ensemble/" , "3" ,
 "The Eagle: A Crime Odyssey" , "(Danish Broadcasting Corporation)" , "https://www.dr.dk/" , "3" ,
 "The Eagle: A Crime Odyssey" , "(Danish Broadcasting Corporation)" , "https://www.dr.dk/om-dr/about-dr" , "3" ,
 "The Eagle: A Crime Odyssey" , "(Danish Broadcasting Corporation)" , "https://www.dr.dk/om-dr/licens/licens-english/media-licence-terms-and-conditions" , "3" ,
 "The Eagle: A Crime Odyssey" , "DR" , "https://drkoncerthuset.dk/dr-vokal-ensemblet/danish-national-vocal-ensemble/" , "3" ,
 "The Eagle: A Crime Odyssey" , "DR" , "https://www.dr.dk/" , "3" ,
 "The Eagle: A Crime Odyssey" , "DR" , "https://www.dr.dk/om-dr/about-dr" , "3" ,
 "The Eagle: A Crime Odyssey" , "DR" , "https://www.dr.dk/om-dr/licens/licens-english/media-licence-terms-and-conditions" , "3" ,
 "The Voice of Georgia" , "First Channel" , "http://www.1tv.ge/" , "1" ,
 "The Voice of Georgia" , "First Channel" , "https://play.google.com/store/apps/details%3Fid=ge.gpb.mobiletv&hl=en_US&gl=US" , "1" ,
 "The Voice of Georgia" , "First Channel" , "https://1tv.ge/tv-radio/live/" , "1" ,
 "The Voice of Georgia" , "First Channel" , "https://apps.apple.com/us/app/mobile-tv-app/id1525396286" , "1" ,
 "Voice" , "First Channel" , "http://www.1tv.ge/" , "1" ,
 "Voice" , "First Channel" , "https://play.google.com/store/apps/details%3Fid=ge.gpb.mobiletv&hl=en_US&gl=US" , "1" ,
 "Voice" , "First Channel" , "https://1tv.ge/tv-radio/live/" , "1" ,
 "Voice" , "First Channel" , "https://apps.apple.com/us/app/mobile-tv-app/id1525396286" , "1" ,
 "The Voice of Georgia" , "First Channel" , "http://www.1tv.ge/" , "4" ,
 "The Voice of Georgia" , "First Channel" , "https://play.google.com/store/apps/details%3Fid=ge.gpb.mobiletv&hl=en_US&gl=US" , "4" ,
 "The Voice of Georgia" , "First Channel" , "https://1tv.ge/tv-radio/live/" , "4" ,
 "The Voice of Georgia" , "First Channel" , "https://apps.apple.com/us/app/mobile-tv-app/id1525396286" , "4" ,
 "Voice" , "First Channel" , "http://www.1tv.ge/" , "4" ,
 "Voice" , "First Channel" , "https://play.google.com/store/apps/details%3Fid=ge.gpb.mobiletv&hl=en_US&gl=US" , "4" ,
 "Voice" , "First Channel" , "https://1tv.ge/tv-radio/live/" , "4" ,
 "Voice" , "First Channel" , "https://apps.apple.com/us/app/mobile-tv-app/id1525396286" , "4" ,
 "The Voice of Georgia" , "First Channel" , "http://www.1tv.ge/" , "4" ,
 "The Voice of Georgia" , "First Channel" , "https://play.google.com/store/apps/details%3Fid=ge.gpb.mobiletv&hl=en_US&gl=US" , "4" ,
 "The Voice of Georgia" , "First Channel" , "https://1tv.ge/tv-radio/live/" , "4" ,
 "The Voice of Georgia" , "First Channel" , "https://apps.apple.com/us/app/mobile-tv-app/id1525396286" , "4" ,
 "The Voice of Georgia" , "First Channel" , "http://www.1tv.ge/" , "1" ,
 "The Voice of Georgia" , "First Channel" , "https://play.google.com/store/apps/details%3Fid=ge.gpb.mobiletv&hl=en_US&gl=US" , "1" ,
 "The Voice of Georgia" , "First Channel" , "https://1tv.ge/tv-radio/live/" , "1" ,
 "The Voice of Georgia" , "First Channel" , "https://apps.apple.com/us/app/mobile-tv-app/id1525396286" , "1" ,
 "Voice" , "First Channel" , "http://www.1tv.ge/" , "1" ,
 "Voice" , "First Channel" , "https://play.google.com/store/apps/details%3Fid=ge.gpb.mobiletv&hl=en_US&gl=US" , "1" ,
 "Voice" , "First Channel" , "https://1tv.ge/tv-radio/live/" , "1" ,
 "Voice" , "First Channel" , "https://apps.apple.com/us/app/mobile-tv-app/id1525396286" , "1" ,
 "Voice" , "First Channel" , "http://www.1tv.ge/" , "4" ,
 "Voice" , "First Channel" , "https://play.google.com/store/apps/details%3Fid=ge.gpb.mobiletv&hl=en_US&gl=US" , "4" ,
 "Voice" , "First Channel" , "https://1tv.ge/tv-radio/live/" , "4" ,
 "Voice" , "First Channel" , "https://apps.apple.com/us/app/mobile-tv-app/id1525396286" , "4" ,
 החממה , "Nickelodeon" , "https://www.nick.com" , "3" ,
 החממה , "Nickelodeon" , "http://www.nick.com/" , "3" ,
 "The Podge and Rodge Show with Lucy Kennedy" , "RTÉ2" , "https://www.rte.ie/player/onnow/66546216064" , "6" ,
 "The Podge and Rodge Show with Lucy Kennedy" , "RTÉ2" , "https://www.virginmediatv.ie/en/tv/channel-asset.html/954956327242/location/6651943228.html" , "6" ,
 "The Podge and Rodge Show with Lucy Kennedy" , "RTÉ2" , "http://www.rte.ie/tv/rte2.html" , "6" ,
 "The Podge and Rodge Show with Lucy Kennedy" , "RTÉ2" , "https://www.sky.com/watch/sky-go/" , "6" ,
 "Medici: The Magnificent" , "Rai 1" , "http://www.rai.it/rai1" , "3" ,
 "Medici: The Magnificent" , "Rai 1" , "http://www.raiplay.it/dirette/rai1" , "3" ,
 "Medici: The Magnificent" , "Rai 1" , "http://www.rai.it/rai1" , "3" ,
 "Medici: The Magnificent" , "Rai 1" , "http://www.raiplay.it/dirette/rai1" , "3" ,
 "Medici: Masters of Florence" , "Rai 1" , "http://www.rai.it/rai1" , "3" ,
 "Medici: Masters of Florence" , "Rai 1" , "http://www.raiplay.it/dirette/rai1" , "3" ,
 "Medici: Masters of Florence" , "Rai 1" , "http://www.rai.it/rai1" , "3" ,
 "Medici: Masters of Florence" , "Rai 1" , "http://www.raiplay.it/dirette/rai1" , "3" ,
 "Medici: The Magnificent" , "Rai 1" , "http://www.rai.it/rai1" , "3" ,
 "Medici: The Magnificent" , "Rai 1" , "http://www.raiplay.it/dirette/rai1" , "3" ,
 "Medici: Masters of Florence" , "Rai 1" , "http://www.rai.it/rai1" , "3" ,
 "Medici: Masters of Florence" , "Rai 1" , "http://www.raiplay.it/dirette/rai1" , "3" ,
 "Medici: The Magnificent" , "Rai 1" , "http://www.rai.it/rai1" , "3" ,
 "Medici: The Magnificent" , "Rai 1" , "http://www.raiplay.it/dirette/rai1" , "3" ,
 "Medici: Masters of Florence" , "Rai 1" , "http://www.rai.it/rai1" , "3" ,
 "Medici: Masters of Florence" , "Rai 1" , "http://www.raiplay.it/dirette/rai1" , "3" ,
 "Matarife: A Bloodthirsty Butcher" , "YouTube LLC" , "https://web.archive.org/web/20161226033151/https:/www.numberphile.com/videos/301_views.html%7Carchive-date=December" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "YouTube LLC" , "https://www.numberphile.com/videos/301_views.html%7Cwork=Numberphile%7Cpublisher=Brady" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "YouTube LLC" , "https://archive.org/details/socialnetworking0000kels%7Curl-access=registration%7Cyear=2010%7Cpublisher=Springer-Verlag%7Cisbn=978-1-4302-2596-6" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "YouTube LLC" , "https://www.nytimes.com/2012/07/01/magazine/on-youtube-amateur-is-the-new-pro.html%7Cnewspaper=" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "YouTube LLC" , "https://www.youtube.com/%7Cyoutube.com" , "1" ,
 "Matarife: A Bloodthirsty Butcher" , "YouTube LLC" , "https://www.businessinsider.com/key-turning-points-history-of-youtube-2013-2%7Cwebsite=" , "1" ,
 "30" , "SVT1" , "http://www.svt.se/" , "2" ,
 "30" , "SVT1" , "http://www.svt.se" , "2" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Estonia" , "http://www.tv3.ee" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Estonia" , "http://www.tv3.ee/" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Estonia" , "http://www.tv3play.ee/" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Estonia" , "http://www.tv3.ee" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Estonia" , "http://www.tv3.ee/" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Estonia" , "http://www.tv3play.ee/" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Estonia" , "http://www.tv3.ee" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Estonia" , "http://www.tv3.ee/" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Estonia" , "http://www.tv3play.ee/" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Estonia" , "http://www.tv3.ee" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Estonia" , "http://www.tv3.ee/" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Estonia" , "http://www.tv3play.ee/" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Estonia" , "http://www.tv3.ee" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Estonia" , "http://www.tv3.ee/" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Estonia" , "http://www.tv3play.ee/" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Estonia" , "http://www.tv3.ee" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Estonia" , "http://www.tv3.ee/" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Estonia" , "http://www.tv3play.ee/" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Lithuania" , "http://tv.tv3.lt/" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Lithuania" , "http://viasat.lt" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Lithuania" , "http://tv.tv3.lt/" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Lithuania" , "http://viasat.lt" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Lithuania" , "http://tv.tv3.lt/" , "4" ,
 "Džunglistaar, Džungļu zvaigznes, Džiungles" , "TV3 Lithuania" , "http://viasat.lt" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Lithuania" , "http://tv.tv3.lt/" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Lithuania" , "http://viasat.lt" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Lithuania" , "http://tv.tv3.lt/" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Lithuania" , "http://viasat.lt" , "4" ,
 "Robinsonid, Robinsoni, Robinzonai" , "TV3 Lithuania" , "http://tv.tv3.lt/" , "4" ,
